sentiment,text
neutral,"RT @IPL: Match 41. 4.4: K Ahmed to S Watson, 6 runs, 23/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 3.1: S Al Hasan to S Watson, 4 runs, 12/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 2.5: B Kumar to S Raina, 4 runs, 8/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 2.3: WICKET! F du Plessis (1) is out, run out (Deepak Hooda), 3/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
neutral,"RT @IPL: Match 41. 18.6: WICKET! V Shankar (26) is out, c Ravindra Jadeja b Deepak Chahar, 167/3 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 18.5: D Chahar to V Shankar, 4 runs, 167/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 17.4: DJ Bravo to V Shankar, 4 runs, 158/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 16.2: I Tahir to M Pandey, 6 runs, 146/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
positive,RT @IPL: WATCH: Save your head! Pandey on the prowl\n\nFull video here 📽️📽️https://t.co/sw91XN1XP9 #CSKvSRH https://t.co/OJs9LpGrBU
positive,"RT @IPL: After 6 overs, the @SunRisers are 54/1\n\nLive - https://t.co/JzpvQqVcZW #CSKvSRH https://t.co/Qkb7rKFvGP"
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
neutral,"RT @IPL: Match 41. 14.2: I Tahir to V Shankar, 6 runs, 131/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 13.3: WICKET! D Warner (57) is out, st MS Dhoni b Harbhajan Singh, 120/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,Throwback On the MIC - MS Dhoni stumps Kevin Pietersen #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat #sachin… https://t.co/JpkxTYAEVx
neutral,"cricket/iplt20 News: ওয়াটসনের ঝোড়ো ব্যাটে জয়ে ফিরল ধোনির চেন্নাই – ipl 12, match 41: csk won by 6 wickets agains… https://t.co/l7u8187ebX"
positive,RT @IPL: Match 41. It's all over! Chennai Super Kings won by 6 wickets https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL
positive,Most partnership runs in a season #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat #sachin #abd https://t.co/2ju2mjI3XE
neutral,Cricket during the Chitral Qaqlasht Festival in Pakistan #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat… https://t.co/G9orFhdJkl
neutral,@CricSkipper @ChennaiIPL @CSKFansOfficial @mohanstatsman @msdhoni @ImRaina @imjadeja @SPFleming7 @ESPNscorecard… https://t.co/pKFocvfoMo
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
neutral,எல்லாம் ‘தல’ தோனி தயவு தான்... கண்டிப்பா நன்றி சொல்லனும்...: வாட்சன்! \nhttps://t.co/BRdxVZsG4i #IPL #CSKvsSRH… https://t.co/EOcP8OSoo3
negative,"#repost iplt20\n・・・\nWill @msdhoni tell @bhogleharsha the secret to @chennaiipl's consistency, season after season? 👀… https://t.co/fjs2cIlGDm"
neutral,பத்து வருஷமா கட்டிக்காத்த ரகசியத்தை உடைச்ச ‘தல’ தோனி: சென்னை வெற்றி சீக்ரெட் இதானாம் ! \nhttps://t.co/JrQcTBEjhQ… https://t.co/bExgG71WX7
positive,Looks like this IPL has ended quite quickly! #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat #sachin #abd https://t.co/9NqmjYoy7R
neutral,"RT @IPL: Match 41. 1.3: WICKET! J Bairstow (0) is out, c MS Dhoni b Harbhajan Singh, 5/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 13.3: WICKET! D Warner (57) is out, st MS Dhoni b Harbhajan Singh, 120/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,https://t.co/DNTR4w7GJy
positive,"RT @IPL: ‘Stability, balance &amp; good wives’ – secrets to @imVkohli &amp; @ABdeVilliers17' success\n\nThe celebrated batting duo, the men who share…"
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
neutral,RT @IPL: WATCH: Hooda sends Faf back in the hood\n\n👀👀https://t.co/Ayvq7gXl7k #CSKvSRH https://t.co/0gSwyZsFfs
neutral,RT @CricFit: Rishabh Pant #IPL2019 #IPLT20 https://t.co/WxM6VFqTQa
positive,@ImranTahirSA Your wicket winning celebration was faster than @swiggy_in &amp; @UberEats .\nNext time I would order food… https://t.co/dUTtaMWV9t
neutral,RT @CricFit: This Day That Year 🗓 #Cricket #KKRvRCB #IPLT20 https://t.co/j9W1R8FT7z
positive,RT @IPL: Match 41. It's all over! Chennai Super Kings won by 6 wickets https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL
positive,RT @IPL: Match 41. Chennai Super Kings  win the toss and elect to field https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
neutral,RT @IPL: WATCH: Hooda sends Faf back in the hood\n\n👀👀https://t.co/Ayvq7gXl7k #CSKvSRH https://t.co/0gSwyZsFfs
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
neutral,@harbhajan_singh @ChennaiIPL @IPL Neyum ippadiye 12 Season layum sollitu irukara.\n\nFinal not in Chennai. Athu theri… https://t.co/6UZmfnsE4V
positive,RT @younghungrykid: Watson showed Rashid Khan who watson is. Don’t be cocky specially with a senior player. Love you rashid but that attitu…
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
positive,RT @ShaneRWatson33: How can you not learn so much about the game of cricket and building a successful team environment from this guy. What…
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
positive,"RT @ChennaiIPL: Relive the breathtaking blitz of the last over from last night,  filled with G.O.A.T moments of #Thala! #WhistlePodu #Yello…"
neutral,"\ WATCHING IPLT20 CSK VS SRH \"" . . . . !"""
neutral,Watto Mania at Chepauk - 96(53) https://t.co/4ZhO4hYO2q via @ipl
neutral,IPL Points Table: மீண்டும் ’டாப்புக்கு’ சென்ற சென்னை : ஆரஞ்சு கேப்... பர்ப்பிள் கேப்.... யாருக்கு!… https://t.co/pgcJSWrU7l
neutral,RT @IPL: Raina gets Steyn Gunned and how \n\nWatch the video here ▶️https://t.co/ptwo5Guxhl #RCBvCSK https://t.co/5eVymkgmeF
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
positive,RT @IPL: WATCH: Save your head! Pandey on the prowl\n\nFull video here 📽️📽️https://t.co/sw91XN1XP9 #CSKvSRH https://t.co/OJs9LpGrBU
positive,"RT @IPL: After 6 overs, the @SunRisers are 54/1\n\nLive - https://t.co/JzpvQqVcZW #CSKvSRH https://t.co/Qkb7rKFvGP"
neutral,ഈ ഫോമിൻെറ രഹസ്യം അതാണ്; തുറന്നു പറഞ്ഞ് ശിഖർ ധവാൻ\n   #ShikharDhawan https://t.co/MWRfUDKAaA
positive,RT @ShaneRWatson33: How can you not learn so much about the game of cricket and building a successful team environment from this guy. What…
neutral,@ChennaiIPL @ShaneRWatson33 வாத்து ஆ 🦆.\n\nIvalo nal olunga batting panala na ippadiya solarathu \nChinrasu admin.… https://t.co/VtId889jNj
positive,Not shady at all. Spot fixing over the years. #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat #sachin #abd https://t.co/7F4e5XmMCe
neutral,@aravind_tyson @IPL @msdhoni @bhogleharsha @ChennaiIPL you can find in https://t.co/sdH8j0MHqV bro
neutral,#IPL2019 : चेन्नई 'सुपर'; हैदराबादवर ६ गडी राखून दणदणीत विजय\nhttps://t.co/fKEHhg40HX&lt; बातमी\n #CSKvSRH #CSKvsSRH https://t.co/4zIw6U1jNn
neutral,RT @sunnewstamil: சென்னை சேப்பாக்கம் ஸ்டேடியத்தில் நடைபெறும் சென்னை - ஐதராபாத் போட்டியை காண வந்திருந்த தோனி சாக்ஷி மற்றும் ஐஸ்வர்யா தனுஷ்…
positive,RT @younghungrykid: Watson showed Rashid Khan who watson is. Don’t be cocky specially with a senior player. Love you rashid but that attitu…
neutral,RT @SSMusicTweet: Picture of the day :') #MsDhoni #Raina #GraciaRaina 🤩 https://t.co/EkIuePlk6Q
neutral,RT @SSMusicTweet: Picture of the day :') #MsDhoni #Raina #GraciaRaina 🤩 https://t.co/EkIuePlk6Q
positive,RT @indiacom: \No one knows how long he wants to play and how long his body can continue to take the workload. But
neutral,@IPL @msdhoni @bhogleharsha @ChennaiIPL Savage 🔥🔥🔥🔥🔥
neutral,"RT @htTweets: ‘No cricketer has served India like @msdhoni,’ says former India captain Kapil Dev\n\n(Via @HTSportsNews)\n\nhttps://t.co/QnaXskb…"
neutral,"RT @SakshiRMishra: Priyanka,  Gracia and Sakshi 😍\nI Want that HIFI Video ❤\nSomeone Please do send me😍\n@ImRaina @_PriyankaCRaina @SaakshiSRa…"
negative,@IPL @msdhoni @bhogleharsha @ChennaiIPL Yes he is absolutely true that if he share secret everyone will tries to bu… https://t.co/dGhCmah5Rj
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @Rastogi3Sapna: @ChennaiIPL @msdhoni @ImRaina @ShaneRWatson33 @Deepakchahar @JadhavKedar @AmbatiRayudi @faf1307 @harbhajan_singh @ImRain…
neutral,RT @OriginalRoopak: #HappyBirthdaySachin\n\n'MOBILE' guard of honour all the way through to the boundary line (the only one ever given in the…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @Rastogi3Sapna: @ChennaiIPL Thank you @msdhoni \nAnd all csk players 🙏✌\n@ImRaina @ShaneRWatson33 @Deepakchahar @JadhavKedar @AmbatiRayudi…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @ImSaravanan_P: \You can't tame a Tiger\"" that's the statement this legend @harbhajan_singh has been keep proving this @IPL season for @C…"""
neutral,"RT @htTweets: ‘No cricketer has served India like @msdhoni,’ says former India captain Kapil Dev\n\n(Via @HTSportsNews)\n\nhttps://t.co/QnaXskb…"
positive,@Abhijit_19 @ShaneRWatson33 @msdhoni Had he scored 💯 it would have been an epic saga... Though we can't deny its on… https://t.co/qo8VPODzBy
neutral,"RT @cricketworldcup: \@msdhoni will be 🔑 for 🇮🇳 at #CWC19!\""\n\nhttps://t.co/iXGBi4W7YB"""
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
positive,RT @ShaneRWatson33: Such an incredible journey for all of us and such an incredible way of telling the story! Congratulations MS! This is s…
neutral,RT @omdeeshdas12: #SriLankaBlasts\n#kabir_is_god\nअवश्य देखें :- 👇👇👇\nजगतगुरु तत्वदर्शी संत रामपाल जी महाराज के मंगल प्रवचन\n🙏🙏\n@CMOfficeUP @PM…
positive,RT @DHONIism: MSDhoni In 2019\n\nODI 😎🔥\nInnings - 8*\nRuns - 327\nAverage - 81.8 \nHigh Score - 87\n50's - 4\n4's - 22\n6''s - 6\n\nIPL 💛💪\nInnings -…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @PTTVOnlineNews: “தோனியை போல் இந்திய அணிக்கு பங்களிப்பு செலுத்தியவர் யாருமில்லை” கபில் தேவ் புகழாரம்   https://t.co/yPlSu2MC5n\n#MSDhoni…
positive,RT @MusicThaman: @ChennaiIPL first team to qualify for #Playoffs \n@IPL 2019 \n@msdhoni &amp; his team ✨🤙\n\n♥️♥️♥️♥️♥️♥️♥️\n🏏🏏🏏🏏🏏🏏🏏🏏🏏🏏🏏🏏\n\n#whatatea…
neutral,"RT @htTweets: ‘No cricketer has served India like @msdhoni,’ says former India captain Kapil Dev\n\n(Via @HTSportsNews)\n\nhttps://t.co/QnaXskb…"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @Saran_Vjay: Cutest Pic is here 😍😍 #Thala @msdhoni https://t.co/soHr3czPz0
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @imsharatbhatt: Cutest Picture on the Internet ❤️❤️. \n\nTHALA @msdhoni playing with @ImRaina daughter Gracia Raina after @ChennaiIPL won…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
positive,"RT @ibeingdevil: The way Ms Dhoni backs players is something no other captain does or can do. Be it ICT or CSK, he has boosted confidence o…"
positive,RT @DHONIism: MSDhoni In 2019\n\nODI 😎🔥\nInnings - 8*\nRuns - 327\nAverage - 81.8 \nHigh Score - 87\n50's - 4\n4's - 22\n6''s - 6\n\nIPL 💛💪\nInnings -…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @RiyaRaina_03: ❤️❤️❤️ @msdhoni @ImRaina https://t.co/zOLVEDwbwO
neutral,RT @OriginalRoopak: #HappyBirthdaySachin\n\n'MOBILE' guard of honour all the way through to the boundary line (the only one ever given in the…
neutral,RT @SSMusicTweet: Picture of the day :') #MsDhoni #Raina #GraciaRaina 🤩 https://t.co/EkIuePlk6Q
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @SakshiRMishra: Dhoni And Raina \nin IPL Playoffs\n\n2008 - Both\n2009 - Both\n2010 - Both\n2011 - Both\n2012 - Both\n2013 - Both\n2014 - Both\n20…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
positive,@IPL @msdhoni @bhogleharsha @ChennaiIPL Winning the tosses
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
positive,RT @Abhishrivastav9: Magnificent Mahi @msdhoni 💛🙏\n#CSKvSRH #WhistlePodu https://t.co/7wpEtHDeGU
neutral,"RT @htTweets: ‘No cricketer has served India like @msdhoni,’ says former India captain Kapil Dev\n\n(Via @HTSportsNews)\n\nhttps://t.co/QnaXskb…"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,"RT @Fasakkkkk: I call a Player\n\Undisputed King of Cricket\""🏏\n@msdhoni\n\nBut He Calls only one man \n\""God of Cricket\""🏏\n@sachin_rt\n\n#HappyBirth…"""
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
neutral,RT @ZeeNewsTamil: #CSKvsSRH: 20 ஓவர் முடிவில் ஹைதராபாத் அணி மூன்று விக்கெட் இழப்புக்கு 175 ரன்கள் எடுத்துள்ளது.\n\n#ChennaiSuperKings #Sunris…
negative,"RT @IPL: Will @msdhoni tell @bhogleharsha the secret to @ChennaiIPL's consistency, season after season 👀\n\n#CSKvSRH https://t.co/FMasdNUqzP"
